id;rep_no;name;group;address1;address2;postcode;suburb;state;country;phone;website;lat;lng;type
365;656;LATTOUF INTERNATIONAL- EAST PRESTON;LATTOUF INTERNATIONAL;50 MURRAY ROAD;;3072;EAST PRESTON;VIC;Australia;03 9470 5911 ;;-37.738956;145.029846;
366;656;LE SALON  - FOREST HILL  ;;37 MAHONEYS RD           ;;3131;FOREST HILLS    ;VIC;Australia;03 9878 2180    ;;-37.82391;145.176224;
367;656;MADD-NESS HAIR DESIGN - BUNDOORA;;2 ANDREW PLACE              ;;3083;BUNDOORA        ;VIC;Australia;03 9467 7222    ;;-37.701054;145.072205;
368;656;MADD-NESS HAIR DESIGN - BUNDOORA   ;;SHOP 3, 2 JANEFIELD DRIVE - UNI HILL;;3083;BUNDOORA        ;VIC;Australia;03 9467 7000;;-37.69706;145.059006;
369;656;MIEKA HAIRDRESSING;;308 SMITH STREET;;3066;COLLINGWOOD     ;VIC;Australia;03 9416 5026;;-37.800045;144.984177;
370;656;MOSCATO HAIR & BEAUTY;;218 VICTORIA STREET;;3003;WEST MELBOURNE;VIC;Australia;03 9326 7722;;-37.805466;144.953613;
371;656;NARA HAIR;;203 LONSDALE STREET;;3000;MELBOURNE       ;VIC;Australia;03 9650 2210;;-37.811264;144.96637;
372;656;NEW IMAGE SALON          ;;SHOP 2092 KNOX CITY SHOPPING CENTRE;;3152;WANTIRNA        ;VIC;Australia;03 9887 2311    ;;-37.860817;145.238724;
373;656;PERRI'S - CHADSTONE      ;PERRI'S;SHOP 260 CHADSTONE S/CENTRE   ;;3148;CHADSTONE       ;VIC;Australia;03 9563 3100    ;;-37.885986;145.078461;
374;656;PERRI'S - KNOX CITY      ;PERRI'S;SHOP 2049 KNOX CITY S/CENTRE  ;;3152;WANTIRNA SOUTH  ;VIC;Australia;03 9887 2633    ;;-37.869949;145.237091;
375;656;PERRI'S -HIGHPOINT       ;PERRI'S;SHOP T002 HIGHPOINT S/CENTRE ;;3032;MARIBYRNONG     ;VIC;Australia;03 9318 4988    ;;-37.769192;144.885193;
376;656;PERRI'S-ARMADALE         ;PERRI'S;1131 HIGH ST             ;;3143;ARMADALE        ;VIC;Australia;03 9804 3021    ;;-37.856022;145.025421;
377;656;RAW ELEMENT              ;;333 DRUMMOND STREET;;3053;CARLTON         ;VIC;Australia;03 9347 1347    ;;-37.798061;144.968185;
378;656;ROOM 53                  ;;51-53 LYGON STREET;;3057;BRUNSWICK EAST  ;VIC;Australia;03 9387 5144    ;;-37.777531;144.970642;
379;656;ROXBURY HAIR             ;;62 MALING ROAD           ;;3126;CANTERBURY      ;VIC;Australia;03 9836 7999    ;;-37.825363;145.080719;
380;656;SAJE HAIRCUTTERS         ;;65 DONCASTER RD          ;;3104;BALWYN NORTH    ;VIC;Australia;03 9859 1935    ;;-37.792583;145.070953;
381;656;SCAFFIDI HAIR DESIGN     ;;83-85 MAIN ROAD          ;;3093;LOWER PLENTY    ;VIC;Australia;03 9434 5262    ;;-37.727478;145.112564;
382;656;SERGE VIDEL HAIR CARE    ;;643 GLENFERRIE RD        ;;3122;HAWTHORN        ;VIC;Australia;03 9818 6641    ;;-37.821617;145.035416;
383;656;SHIAGO;;13A RAILWAY PLACE;;3078;FAIRFIELD;VIC;Australia;03 9481 5700;;-37.779568;145.016724;
384;656;SO HAIRCUTTERS           ;;159 QUEENS PDE           ;;3068;CLIFTON HILL    ;VIC;Australia;03 9482 6322    ;;-37.788757;144.991394;
385;656;SUI SALON;;"SHOP 11 GROUND FLOOR
206 BOURKE STREET";;3000;MELBOURNE       ;VIC;Australia;;;-37.812946;144.967422;
386;656;TEMPO HAIR & BEAUTY      ;;SHOP 4, 92-96 BORONIA ROAD;;3155;BORONIA         ;VIC;Australia;03 9762 8499    ;;-37.862984;145.287613;
387;656;THE ANGLE HAIR DESIGN     ;;89 LOUGHNAN RD           ;;3134;RINGWOOD        ;VIC;Australia;03 9870 3724    ;;-37.808842;145.219223;
388;656;THE HAIR CLUB            ;;"SHOP K9 NORTHLAND S/CENTRE
MURRAY ROAD              ";;3072;PRESTON         ;VIC;Australia;03 9470 2488    ;;-37.740959;145.030884;
389;656;TUMI HAIR & BODY;;348 BRIDGE ROAD;;3121;RICHMOND        ;VIC;Australia;03 9428 8608;;-37.819096;145.002975;
390;656;VIVACE BY CHARLES;;"SHOP 14 LOWER GROUND
600 BOURKE STREET";;3000;MELBOURNE       ;VIC;Australia;03 9670 8168;;-37.765533;145.096329;
391;656;XIANG HAIR STUDIO COLLINGWOOD;XIANG HAIR STUDIO;342 SMITH ST             ;;3066;COLLINGWOOD     ;VIC;Australia;03 9417 5515    ;;-37.798798;144.984406;
392;656;XIANG HAIR STUDIO-GREENSBOROUGH;XIANG HAIR STUDIO;SHOP 26A, GREENSBOROUGH S/CENTRE          ;;3088;GREENSBOROUGH   ;VIC;Australia;03 9432 9433    ;;-37.70665;145.118668;
393;656;CONVICT CUTTERS;;87A ST JOHN STREET;;7250;LAUNCESTON      ;TAS;Australia;03 6334 4003;;-41.437023;147.138962;
394;656;GET SMART HAIRDRESSING   ;;SHOP 4 CHURCHERS ARCADE         ;;7310;DEVONPORT       ;TAS;Australia;03 6424 3833    ;;-41.175068;146.368439;
395;656;GLOW ON COLINS           ;;SHOP 9, 108-110 COLLINS STREET   ;;7000;HOBART          ;TAS;Australia;03 6224 0877    ;;-42.882805;147.328781;
396;656;HAIR ON RISELEY          ;;SHOP 3, 1 RISELEY ST             ;;7249;KINGS MEADOWS   ;TAS;Australia;03 6344 2174    ;;-41.465279;147.158417;
397;656;HEAD RUSH HAIRDRESSING;;20 MAGNET COURT;;7005;SANDY BAY       ;TAS;Australia;03 6223 6664    ;;-42.895016;147.327972;
398;656;SFUMATO HAIR;;160 COLLINS STREET;;7000;HOBART          ;TAS;Australia;03 6224 0094;;-42.883991;147.326675;
399;656;SOME HALLUCINATION       ;;83 SALAMANCA PLACE       ;;7000;HOBART          ;TAS;Australia;03 6224 1555    ;;-42.885422;147.328918;
604;0;ARROSE;;1/119A SURREY ROAD;;3130;BLACKBURN;VIC;;03 9999 2525;;-37.811287;145.157959;
605;0;INDULGENCE HAIR BODY SOUL;;SHOP G2, BROADMEADOWS TOWN CENTRE, ;PASCOE VALE RD;3047;BROADMEADOWS;VIC;AUSTRALIA;03 9309 3242;;-37.680191;144.919495;
401;636;STEFAN HAIR FASHION - AITKENVALE;STEFAN HAIR FASHION;"SHOP 8 STOCKLANDS
ROSS RIVER ROAD";;4814;AITKENVALE;QLD;Australia;07 4725 1613;;-19.298124;146.762772;
402;636;STEFAN HAIR FASHION - BRISBANE;STEFAN HAIR FASHION;"SHOP 81 MYER CENTRE
QUEENS STREET MALL";;4000;BRISBANE        ;QLD;Australia;07 3229 8711;;-27.470934;153.023499;
403;636;STEFAN HAIR FASHION (ACA) - SOUTH BRISBANE;STEFAN HAIR FASHION;170 MELBOURNE STREET     ;;4101;SOUTH BRISBANE  ;QLD;Australia;07 3840 0000    ;;-27.476665;153.014465;
404;637;AKA TOGNINI'S            ;;758 ANN STREET;;4006;FORTITUDE VALLEY;QLD;Australia;07 3852 2122;;-27.456676;153.036667;
405;637;BLOW;;SHOP 5A, 3 MONTPELLIER ROAD;;4006;NEWSTEAD;QLD;Australia;07 3257 2569;;-27.449329;153.041306;
406;637;BOUNCE HAIR & IMAGE;;7-9 GIBSON ROAD;;4566;NOOSAVILLE      ;QLD;Australia;07 5449 7800;;-26.401743;153.065613;
582;0;SUBLIME HAIRDRESSING SALONS;;3/15 JAMES STREET;;4005;NEW FARM;QLD;AUSTRALIA;;;-27.455845;153.038635;
408;637;ELENBI     ;;SHOP 228 SUNSHINE PLAZA           ;;4558;MAROOCHYDORE    ;QLD;Australia;07 5479 3488    ;;-26.655293;153.091263;
409;637;ETCHE HAIRDRESSING;;SHOP 3, 74 WARD STREET               ;;4017;SANDGATE        ;QLD;Australia;07 3269 2228    ;;-27.307941;153.063507;
410;637;FINCH BY SPARROW;;88E MERTHYR ROAD;;4005;FORTITUDE VALLEY;QLD;Australia;07 3254 2291;;-27.466833;153.046326;
411;637;FRINGE NOOSA CIVIC;;"SHOP T1042 NOOSA CIVIC
EENIE CREEK ROAD";;4566;NOOSAVILLE      ;QLD;Australia;07 5447 1030;;-26.421795;153.048935;
412;637;GEORGE ON SEBEL              ;;SHOP 108, 20 AERODROME ROAD        ;;4558;MAROOCHYDORE    ;QLD;Australia;07 5443 6743    ;;-26.661959;153.102997;
413;637;HEADLINES HAIR & BEAUTY;;SHOP 2 CNR BIDEFORD & FRESHWATER STREETS;;4655;TORQUAY - HERVEY BAY;QLD;Australia;07 4125 4220;;-25.285252;152.869904;
414;637;INK FOR HAIR             ;;375 NEWMARKET ROAD       ;;4051;NEWMARKET       ;QLD;Australia;07 3356 9996    ;;-27.435438;153.010727;
415;637;KATRINA'S HAIR DESIGN;;SHOP 24 DALBY SHOPPING WORLD;;4405;DALBY;QLD;Australia;07 4662 5336;;-27.183287;151.263748;
606;0;OSCAR OSCAR INDOOROOPILLY;;LEVEL 2, INDOOROOPILLY SHOPPING CENTRE;;4068;INDOOROOPILLY;QLD;Australia;07 3378 5763;;-32.0891;115.931335;
417;637;LUKE REYNOLDS HAIRDRESSING;;3/21 BAKER STREET;;4005;NEW FARM;QLD;Australia;07 3358 6816;;-27.455688;153.047058;
418;637;LYMMS HAIR SALON;;"LEVEL 2 JUPITERS HOTEL & CASINO
BROADBEACH ISLAND";;4218;BROADBEACH      ;QLD;Australia;07 5592 8799;;0;0;
419;637;PHILIP GAROUFALIS HAIR, SKIN & BODY;;5 DORNOCH TERRACE;;4101;WEST END;QLD;Australia;07 3846 1116;;-27.486933;153.006348;
420;637;ROUGE HAIR & BEAUTY;;SW1, 100 MELBOURNE STREET;;4101;WEST END;QLD;Australia;07 3846 TBA;;-27.480991;153.012161;
421;637;STEFAN HAIR FASHION - WEST END;STEFAN HAIR FASHION;"SHOP LG21 QUEENS PLAZA S/CENTRE
CNR ADELAIDE, EDWARD & QUEEN STREET";;4000;BRISBANE        ;QLD;Australia;07 3003 0060;;-27.46751;153.028;
422;637;STEFAN HAIR FASHION - NOOSAVILLE;STEFAN HAIR FASHION;"NOOSA CIVIC S/CENTRE
28 EENIE CREEK ROAD";;4556;NOOSAVILLE      ;QLD;Australia;07 5449 0120;;-26.697159;153.050079;
423;637;STEFAN HAIR FASHION - SPRINGFIELD LAKES;STEFAN HAIR FASHION;"SPRINGFIELD ORION 
1 MAIN STREET";;4300;SPRINGFIELD LAKES;QLD;Australia;07 3470 0344;;-27.676554;152.903229;
424;637;STEFAN HAIR FASHION -BRIBIE ISLAND;STEFAN HAIR FASHION;"SHOP 36, BRIBIE ISLAND S/CENTRE
CNR HORNSBY RD & FORTUNE AV";;4507;BRIBIE ISLAND   ;QLD;Australia;07 3408 2655;;-26.986099;153.132523;
425;637;STEFAN HAIR FASHION - ASPLEY ;STEFAN HAIR FASHION;"SHOP 58,  PICK N PAY HYPERMARKET
ALBANY CREEK ROAD        ";;4034;ASPLEY     ;QLD;Australia;07 3263 6600;;-27.362797;153.009354;
426;637;STEFAN HAIR FASHION - BROWNS PLAINS;STEFAN HAIR FASHION;"GRAND PLAZA S/CENTRE
CNR BROWNS PLAINS RD & MT LINDSEY HWY";;4115;BROWNS PLAINS;QLD;Australia;07 3800 7622;;-27.644184;153.032425;
427;637;STEFAN HAIR FASHION - CHERMSIDE;STEFAN HAIR FASHION;"CHERMSIDE SHOPPING CENTRE
GYMPIE ROAD              ";;4032;CHERMSIDE       ;QLD;Australia;07 3359 0411;;-27.38365;153.030121;
428;637;STEFAN HAIR FASHION -TOOWOOMBA;STEFAN HAIR FASHION;"SHOP 93 GRAND CENTRAL S/CENTRE
MARGARET STREET          ";;4350;TOOWOOMBA       ;QLD;Australia;07 4638 9066    ;;-27.561533;151.957687;
429;637;STEFAN HAIR FASHION -INDOOROOPILLY;STEFAN HAIR FASHION;"LEVEL 2 INDOOROOPILLY S/TOWN
MOGGILL ROAD             ";;4068;INDOOROOPILLY   ;QLD;Australia;07 3378 8022;;-27.529894;152.91687;
430;637;STEFAN HAIR FASHION -NORTH IPSWICH;STEFAN HAIR FASHION;"SHOP 52, IPSWICH RIVERLINKS
CNR DOWNS RD & THE TERRACE";;4305;NORTH IPSWICH;QLD;Australia;07 3812 2522    ;;-27.608835;152.762497;
431;637;STEFAN HAIR FASHION -KAWANA WATERS;STEFAN HAIR FASHION;"SHOP 18  KAWANA S/CENTRE 
NICKLING WAY              ";;4575;KAWANA WATERS   ;QLD;Australia;07 5444 2411    ;;-26.732416;153.129578;
432;637;STEFAN HAIR FASHION - MAROOCHYDORE;STEFAN HAIR FASHION;SHOP 317 SUNSHINE PLAZA            ;;4558;MAROOCHYDORE    ;QLD;Australia;07 5443 4275;;-26.655293;153.091263;
433;637;STEFAN HAIR FASHION - MORAYFIELD;STEFAN HAIR FASHION;"SHOP 11, MORAYFIELD S/CENTRE 
MORAYFIELD ROAD          ";;4506;MORAYFIELD      ;QLD;Australia;07 5499 4666    ;;-27.103182;152.948151;
434;637;STEFAN HAIR FASHION - MT OMMANEY ;STEFAN HAIR FASHION;"MT OMMANEY S/CENTRE
171 DANDENONG ROAD";;4074;MT OMMANEY      ;QLD;Australia;07 3376 2522;;-27.549236;152.939056;
435;637;STEFAN HAIR FASHION - MANGO HILL;STEFAN HAIR FASHION;"SHOP 1027 NORTH LAKES S/CENTRE
1027 NORTH LAKES DRIVE";;4509;MANGO HILL      ;QLD;Australia;07 3385 0677;;-27.242668;153.020844;
436;637;STEFAN HAIR FASHION - KIPPA RING;STEFAN HAIR FASHION;"PENINSULA FAIR S/CENTRE  
ANZAC AVENUE             ";;4021;KIPPA RING      ;QLD;Australia;07 3284 1122;;-27.223238;153.082626;
437;637;STEFAN HAIR FASHION - STAFFORD;STEFAN HAIR FASHION;"STAFFORD CITY SHOPPING CENTRE
400 STAFFORD ROAD            ";;4053;STAFFORD        ;QLD;Australia;07 3352 6300;;-27.410606;153.012161;
438;637;STEFAN HAIR FASHION STRATHPINE;STEFAN HAIR FASHION;"WESTFIELD SHOPPING CENTRE  
GYMPIE ROAD              ";;4500;STRATHPINE      ;QLD;Australia;07 3205 6255;;-27.307158;152.990784;
439;637;STEFAN HAIR FASHION -TOOMBUL;STEFAN HAIR FASHION;"TOOMBUL SHOPPING CENTRE 
SANDGATE ROAD            ";;4012;TOOMBUL         ;QLD;Australia;07 3266 8288;;-27.399553;153.059006;
440;637;STEFAN HAIR FASHION - TOOWONG;STEFAN HAIR FASHION;"SHOP 4 TOOWONG VILLAGE 
SHERWOOD ROAD            ";;4066;TOOWONG         ;QLD;Australia;07 3371 5577    ;;-27.485327;152.988724;
441;637;SUBLIME HAIRDRESSING -CARINDALE;SUBLIME HAIRDRESSING;"SHOP 2064A WESTFIELD SHOPPING CENTRE
1151 CREEK ROAD               ";;4152;CARINDALE       ;QLD;Australia;07 3843 6455;;-27.503326;153.101517;
442;637;SUBLIME HAIRDRESSING - CHERMSIDE;SUBLIME HAIRDRESSING;"SHOP 150 WESTFIELD CHERMSIDE
GYMPIE ROAD              ";;4032;CHERMSIDE       ;QLD;Australia;07 3861 4600;;-27.34164;153.011063;
443;637;SUBLIME HAIRDRESSING -INOOROOPILLY;SUBLIME HAIRDRESSING;"SHOP 3007 INDOOROOPILLY S/CENTRE
MOGGILL ROAD             ";;4068;INDOOROOPILLY   ;QLD;Australia;07 3878 7566;;-27.529894;152.91687;
444;637;SUITE THREE;;3 BALLINGER PLACE;;4556;BUDERIM;QLD;Australia;07 5445 6700;;-26.685852;153.05098;
445;637;TALK 'N' HEADS           ;;89 GRAFTON STREET       ;;4370;WARWICK         ;QLD;Australia;07 4661 5565    ;;-28.216085;152.03302;
446;637;TOGNINI'S HAIR WORKSHOP  ;;"SHOP 2 THE MERCARDO
 8 WANDOO STREET";;4006;FORTITUDE VALLEY;QLD;Australia;07 3852 6801;;-27.454851;153.039276;
447;560;ADAM & EVA               ;;"SHOP 2 BOLAND CENTRE   
LAKE STREET              ";;4870;CAIRNS          ;QLD;Australia;07 4041 0441    ;;-16.915421;145.770172;
448;560;AIRLIE DAY SPA;;SHOP 1, 303 SHUTE HARBOUR ROAD;;4802;AIRLIE BEACH;QLD;Australia;07 4946 6543;;-20.269642;148.721115;
449;560;CAPELLI HAIR GALLERY;;"SHOP 16 NORTH WARD SHOPPING VILLAGE
EYRE STREET";;4810;NORTH WARD;QLD;Australia;07 4724 5554;;-19.248453;146.810013;
450;560;MACKAY DAY SPA;;1/203 VICTORIA STREET;;4740;MACKAY          ;QLD;Australia;07 49533 777;;-21.140444;149.178589;
451;560;VANITY DAY SPA           ;;"BATROS PLACE
68-78 WOOD STREET";;4740;MACKAY          ;QLD;Australia;07 4957 5464    ;;-21.142567;149.185623;
452;639;CHAMPIONS HAIR & BEAUTY DAY SPA  ;;SHOP 1A MASTHEAD WAY     ;;4212;SANCTUARY COVE  ;QLD;Australia;07 5577 8677    ;;-27.853443;153.361572;
453;639;CHEMISTRY FOR HAIR;;358 BRUNSWICK STREET;;4006;FORTITUTE VALLEY;QLD;Australia;07 3252 1250;;-27.458555;153.035675;
454;639;COCO MOUSSE;;SHOP 8 THE PIAZZA, 228 VARSITY PARADE;;4227;VARSITY LAKES;QLD;Australia;07 5575 8218;;-28.077641;153.41452;
455;639;COLOURADO HAIR - BROADBEACH;;"SHOP 164 PACIFIC FAIR SHOPPING CENTRE
HOOKER BOULEVADE         ";;4218;BROADBEACH      ;QLD;Australia;07 5575 5545;;-28.034952;153.426788;
456;639;COLOURADO HAIR GOLD - ROBINA;;"SHOP A426 ARBOUR LANE
ROBINA TOWN CENTRE DRIVE ";;4226;ROBINA          ;QLD;Australia;07 5593 2863;;-28.073288;153.377991;
457;639;DHS HAIR STUDIO;;974 WATERWORKS RD        ;;4061;THE GAP         ;QLD;Australia;07 3300 4200    ;;-27.446016;152.953125;
583;0;TONIQUE HAIR & IMAGE;;1/62 HIGH STREET;;4066;TOOWONG;QLD;AUSTRALIA;;;-27.48716;152.991043;
584;0;SHAMPERS AT THREE;;144 DURLACHER STREET;;6530;GERALDTON;WA;AUSTRALIA;08 9965 3433;;-28.778934;114.61689;
459;639;FOX SALON &  BROWS            ;;SHOP 48A, LEVEL 1 OASIS CENTRE             ;;4218;BROADBEACH      ;QLD;Australia;07 5538 2877    ;;-28.0291;153.431381;
460;639;GEORGIOU MICHELE CONCEPT SALON;;103 WHITES ROAD;;4179;MANLY;QLD;Australia;07 3396 5327;;-27.462984;153.180115;
609;0;FRANCK PROVOST DOUBLE BAY;;2/409 NEW SOUTH HEAD ROAD;;2028;DOUBLE BAY     ;NSW;Australia;02 9328 6266;;-27.385836;153.030975;
462;639;MIEKA HAIRDRESSING;;17 LAVARACK ROAD;;4218;NOBBY BEACH;QLD;Australia;07 5554 5088;;-28.059187;153.43895;
463;639;MODSHAIR GOLD COAST;;"SHOP T31 & T32 CIRCLE ON CAVILL
30 FERNEY AVENUE";;4217;SURFERS PARADISE;QLD;Australia;07 5526 7500;;-28.001171;153.428314;
464;639;MOTY GRAU HAIR GALLERY;;SHOP 2, 38 THOMAS DRIVE;;4217;CHEVRON ISLAND;QLD;Australia;07 5538 6633;;-27.997345;153.419846;
465;639;NEXT INTERNATIONAL - HELENSVILLE   ;NEXT INTERNATIONAL;SHOP 4, 9 SIR JOHN OVERALL DRIVE   ;;4212;HELENSVALE      ;QLD;Australia;07 5529 9033    ;;-27.922293;153.335632;
466;639;NEXT INTERNATIONAL - OXENFORD      ;NEXT INTERNATIONAL;SHOP 5, 1 COTTONWOOD PLACE       ;;4210;OXENFORD        ;QLD;Australia;07 5519 4799    ;;-27.891277;153.311554;
467;639;NEXT INTERNATIONAL  - UPPER COOMERA     ;NEXT INTERNATIONAL;"COOMERA CITY CENTRE
CORNER DAYS ROAD & OLD COACH ROAD";;4209;UPPER COOMERA;QLD;Australia;07 5529 9033;;-27.855;153.298157;
468;639;OJ'S HAIRDRESSING       ;;SHOP 2, 37 COMMERCE DRIVE;;4226;ROBINA          ;QLD;Australia;07 5593 2300    ;;-28.064457;153.40361;
469;639;OSK 1                    ;;SHOP 2, 84 SCARBOROUGH STREET        ;;4215;SOUTHPORT       ;QLD;Australia;07 5526 4322    ;;-27.968252;153.414062;
470;639;QI HAIR STYLING;;" SHOP 12 Q1 BUILDING
9 HAMILTON AVENUE";;4217;SURFERS PARADISE;QLD;Australia;07 5538 7111;;-28.006439;153.430099;
471;639;RIXON HAIR               ;RIXON HAIRDRESSING;L1,  262 ADELAIDE ST     ;;4000;BRISBANE        ;QLD;Australia;07 3229 6755    ;;-27.46587;153.028;
472;639;SOHO ON TEDDER;;SHOP 2, 15 TEDDER AVENUE;;4217;MAIN BEACH;QLD;Australia;07 5532 4217;;-27.980085;153.425018;
473;639;SPIRIT HAIR & BEAUTY     ;;"SHOP 21 RUNAWAY BAY VILLAGE S/CENTRE  
14-26 LAE DRIVE";;4216;RUNAWAY BAY     ;QLD;Australia;07 5537 7027    ;;-27.912601;153.397446;
474;639;STEFAN HAIR FASHION  - VICTORIA POINT;STEFAN HAIR FASHION;"SHOP 64 VICTORIA POINT S/CENTRE
CNR CLEVELAND-REDLAND BAY RD & BUNKER RD";;4165;VICTORIA POINT  ;QLD;Australia;07 3820 8261;;-27.595528;153.271881;
475;639;STEFAN HAIR FASHION - CAIRNS;STEFAN HAIR FASHION;"SHOP 30 CAIRNS CENTRAL 
MCLEOD STREET            ";;4870;CAIRNS          ;QLD;Australia;07 4031 8513    ;;-16.924751;145.772446;
